bodywork_type,brand,city,color,doors,fuel_type,kilometers,model,motor,price,state,transmission,year
Sedan,Volkswagen,Chia,Gris,4.0,Gasolina,66700.0,Jetta,2.0,33500000.0,Cundinamarca,Mecanica,2014.0
Camioneta,Chery,Ciudad Bolivar,Gris,5.0,Gasolina,135000.0,YOYA,1.3,20000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Zotye,Medellin,Blanco,5.0,Gasolina,148000.0,Duna,1.6,23000000.0,Antioquia,Mecanica,2014.0
Camioneta,Chevrolet,Medellin,Gris,4.0,Gasolina,90000.0,Spark GT,1.6,26000000.0,Antioquia,Mecanica,2014.0
Camioneta,Chevrolet,Cartagena De Indias,Gris,5.0,Gasolina,84000.0,Tracker,1.8,36000000.0,Bolivar,Mecanica,2014.0
Camioneta,Kia,Medellin,Gris,5.0,Gasolina,193000.0,Sportage,2.0,33000000.0,Antioquia,Mecanica,2014.0
Hatchback,Kia,Soledad,Gris,5.0,Gasolina,98500.0,Rio,1.2,32000000.0,Atlantico,Mecanica,2014.0
Furgon,Mercedes-Benz,Marinilla,Gris,2.0,Diesel,220000.0,Sprinter,2.2,108000000.0,Antioquia,Automatica,2014.0
Sedan,Kia,Medellin,Blanco,4.0,Gasolina,97000.0,CERATO PRO,1.6,46000000.0,Antioquia,Mecanica,2014.0
Hatchback,Mercedes-Benz,Pasto,Gris,5.0,Gasolina,53000.0,Clase A,1.6,65000000.0,Narino,Automatica,2014.0
Sedan,Audi,Engativa,Plateado,4.0,Gasolina,60122.0,A4,1800,55500000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Toyota,Cucuta,Blanco,5.0,Gasolina,99000.0,Fortuner,2.7,92000000.0,Norte De Santander,Automatica,2014.0
Sedan,Chery,Bello,Blanco,4.0,Gasolina,32000.0,Fulwin,1.5,18500000.0,Antioquia,Mecanica,2014.0
Camioneta,Kia,Cali,Blanco,5.0,Gasolina,141000.0,Kia Stylus 2014,2.0,21000000.0,Valle Del Cauca,Mecanica,2014.0
Hatchback,Suzuki,Medellin,Blanco,5.0,Gasolina,89000.0,Swift,1.4,36200000.0,Antioquia,Mecanica,2014.0
Camioneta,Kia,Santa Marta (Distrito Turistico Cultural E Historico),Plateado,5.0,Gasolina,84000.0,Carens,2.0,39000000.0,Magdalena,Mecanica,2014.0
Camioneta,Ford,Kennedy,Gris,5.0,Gasolina,54000.0,Explorer,3.5,90000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Hyundai,Bogota,Gris,5.0,Diesel,220000.0,Starex,2.5,67000000.0,Cundinamarca,Mecanica,2014.0
Sedan,Kia,Suba,Rojo,4.0,Gasolina,56456.0,CERATO PRO,1.6,43000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Chevrolet,Pereira,Blanco,4.0,Gasolina,90000.0,Sonic,1.6,30000000.0,Risaralda,Mecanica,2014.0
Sedan,Nissan,Suba,Rojo,4.0,Gasolina,45000.0,Altima,2.5,48000000.0,Bogota D.C.,Mecanica,2014.0
Pick-Up,Nissan,Medellin,Blanco,2.0,Gasolina,100878.0,Frontier,2.4,37000000.0,Antioquia,Mecanica,2014.0
Sedan,Audi,Usaquen,Blanco,4.0,Gasolina,33000.0,A4,1.8,65500000.0,Bogota D.C.,Automatica,2014.0
Pick-Up,Hafei,Kennedy,Gris,2.0,Gasolina,30000.0,Minyi,1.1,19000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,MG,Teusaquillo,Gris,4.0,Gasolina,63000.0,550,1.8,37000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Jeep,Floridablanca,Gris,5.0,Gasolina,97350.0,Compass,2.4,46000000.0,Santander,Mecanica,2014.0
Camioneta,Toyota,Santa Marta (Distrito Turistico Cultural E Historico),Gris,5.0,Diesel,114000.0,Prado,3.0,145000000.0,Magdalena,Mecanica,2014.0
Hatchback,Kia,Pasto,Blanco,5.0,Gasolina,10.0,Picanto,1.2,100000000.0,Narino,Mecanica,2014.0
Hatchback,BMW,Floridablanca,Negro,5.0,Gasolina,96000.0,Serie 3,2.0,75000000.0,Santander,Automatica,2014.0
Hatchback,Chevrolet,Bello,Blanco,5.0,Gasolina,80000.0,Spark,1.0,18900000.0,Antioquia,Mecanica,2014.0
Camioneta,Mitsubishi,Bucaramanga,Blanco,5.0,Diesel,122000.0,Montero,3.2,96000000.0,Santander,Mecanica,2014.0
Camioneta,Chevrolet,Bucaramanga,Gris,5.0,Gasolina,115000.0,Captiva,2.4,35000000.0,Santander,Mecanica,2014.0
Sedan,Chery,Ciudad Bolivar,Gris,5.0,Gasolina,40350.0,YOYO,2.0,27000000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Nissan,Pasto,Gris,4.0,Gasolina,90000.0,Frontier 2.4 4x2,1.6,49000000.0,Narino,Mecanica,2014.0
Coupe,Mercedes-Benz,Pasto,Gris,2.0,Gasolina,51000.0,Clase CLA,1.6,68000000.0,Narino,Automatica,2014.0
Sedan,Suzuki,Apartado,Blanco,3.0,Gasolina,137000.0,Vitara,2.0,43000000.0,Antioquia,Automatica,2014.0
Camioneta,Renault,Medellin,Negro,5.0,Gasolina,66200.0,Koleos,2.5,55000000.0,Antioquia,Mecanica,2014.0
Camioneta,Dodge,Barranquilla,Gris,5.0,Gasolina,104100.0,Journey,2.4,42000000.0,Atlantico,Mecanica,2014.0
Camioneta,Chevrolet,Rafael Uribe Uribe,Blanco,5.0,Gasolina,40000.0,Captiva,2.4,40000000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Mercedes-Benz,Bucaramanga,Gris,5.0,Gasolina,89000.0,Clase B,1.6,50000000.0,Santander,Automatica,2014.0
Sedan,Hyundai,Kennedy,Plateado,4.0,Gasolina,42361.0,Elantra,1.6,42000000.0,Bogota D.C.,Automatica,2014.0
Sedan,Volkswagen,Martires,Gris,4.0,Gasolina,98000.0,Jetta,1.8,46000000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Renault,Suba,Blanco,5.0,Gasolina,62000.0,Stepway,1.6,33800.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Toyota,Cartago,Blanco,4.0,Diesel,115000.0,Hilux,2.0,123000000.0,Valle Del Cauca,Automatica,2014.0
Hatchback,Hyundai,Ibague,Gris,5.0,Gasolina,82000.0,Accent,1.6,35000000.0,Tolima,Mecanica,2014.0
Camioneta,Kia,Cali,Gris,5.0,Gasolina,148000.0,Sportage,2.0,56000000.0,Valle Del Cauca,Mecanica,2014.0
Hatchback,Chevrolet,Pensilvania,Gris,4.0,Gasolina,103000.0,Sonic,1.6,31000000.0,Caldas,Mecanica,2014.0
Hatchback,Renault,Chiquinquira,Blanco,5.0,Gasolina,130000.0,Clio,1.2,18500000.0,Boyaca,Mecanica,2014.0
Hatchback,Renault,Pasto,Gris,5.0,Gasolina,132000.0,Sandero,1.6,29000000.0,Narino,Mecanica,2014.0
Hatchback,Audi,Engativa,Rojo,5.0,Gasolina,63000.0,A1,1.4 Turbo,52000000.0,Bogota D.C.,Automatica,2014.0
Hatchback,Chevrolet,Villavicencio,Gris,5.0,Gasolina,80000.0,Spark,1.0,20000000.0,Meta,Mecanica,2014.0
Sedan,Ford,Villamaria,Blanco,5.0,Gasolina,109000.0,Ecosport,2.0,42000000.0,Caldas,Mecanica,2014.0
Hatchback,Ford,Buenavista,Gris,5.0,Gasolina,62.0,Fiesta,1.6,31900000.0,Cordoba,Mecanica,2014.0
Sedan,Chevrolet,Santa Marta (Distrito Turistico Cultural E Historico),Plateado,4.0,Gasolina,70000.0,Sonic,1.6,32000000.0,Magdalena,Mecanica,2014.0
Hatchback,Hyundai,Riohacha,Gris,5.0,Gasolina,135000.0,i10,1.1,21000000.0,Guajira,Mecanica,2014.0
Hatchback,Renault,Cali,Gris,5.0,Gasolina,79900.0,Clio,1.2,21450000.0,Valle Del Cauca,Mecanica,2014.0
Sedan,Chevrolet,Suba,Rojo,5.0,Gasolina,60228.0,Spark GT,GASOLINA,26000000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Mercedes-Benz,Duitama,Gris,5.0,Gasolina,91494.0,Clase B,1.6,53000000.0,Boyaca,Automatica,2014.0
Hatchback,Renault,Barranquilla,Gris,5.0,Gasolina,86000.0,Duster,2.0,39000000.0,Atlantico,Automatica,2014.0
Sedan,Kia,Usaquen,Gris,4.0,Gasolina,65000.0,CERATO PRO,1.6,37000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Suzuki,Barrios Unidos,Gris,5.0,Gasolina,100000.0,Grand Vitara,2.4,48000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Mazda,Pitalito,Gris,4.0,Gasolina,75000.0,3,2.0,43500.0,Huila,Mecanica,2014.0
Camioneta,Honda,Buga,Gris,5.0,Gasolina,123000.0,CR-V,2.4,65400000.0,Valle Del Cauca,Automatica,2014.0
Camioneta,Toyota,Cali,Blanco,5.0,Gasolina,150000.0,RAV4,2.0,75000000.0,Valle Del Cauca,Automatica,2014.0
Camioneta,BMW,Ibague,Negro,5.0,Gasolina,43000.0,X6,3.0,130000000.0,Tolima,Automatica,2014.0
Furgon,Renault,Kennedy,Gris,2.0,Gasolina,119000.0,Kangoo,1.6,25000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Renault,Engativa,Gris,4.0,Gasolina,96000.0,Logan,1.6,26000000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Mazda,Itagui,Gris,5.0,Gasolina,83000.0,3,2000,45000000.0,Antioquia,Automatica,2014.0
Hatchback,Kia,Suba,Blanco,5.0,Gasolina,63000.0,Rio,1.4,40000000.0,Bogota D.C.,Automatica,2014.0
Hatchback,Mercedes-Benz,Chapinero,Blanco,5.0,Gasolina,40000.0,Clase A,1.6,64000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Chery,Rafael Uribe Uribe,Blanco,5.0,Gasolina,119620.0,YOYA,1.3,22000000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Renault,Usaquen,Gris,5.0,Gasolina,103812.0,Stepway,1.6,31000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Ford,Neiva,Gris,4.0,Gasolina,118000.0,Focus,2.0,34000000.0,Huila,Automatica,2014.0
Camioneta,Zotye,Buga,Blanco,5.0,Gasolina,56217.0,Duna,1.3,28000000.0,Valle Del Cauca,Mecanica,2014.0
Camioneta,Chevrolet,Neiva,Verde,4.0,Gasolina,98300.0,Spark GT,1200,24000000.0,Huila,Mecanica,2014.0
Sedan,Audi,Bello,Gris,4.0,Gasolina,44500.0,A4,1.8,60000000.0,Antioquia,Automatica,2014.0
Sedan,Chevrolet,Medellin,Gris,4.0,Gasolina,99600.0,Sonic,1.6,29500000.0,Antioquia,Mecanica,2014.0
Sedan,Ford,Barbosa,Gris,4.0,Gasolina,93228.0,Focus,2.0,38500000.0,Santander,Automatica,2014.0
Hatchback,Mazda,Cali,Rojo,5.0,Gasolina,124000.0,2,1.5,32500000.0,Valle Del Cauca,Automatica,2014.0
Camioneta,Nissan,Barranquilla,Gris,5.0,Gasolina,106000.0,Pathfinder,3.5,61900000.0,Atlantico,Automatica,2014.0
Camioneta,Audi,Ibague,Gris,5.0,Gasolina,45300.0,Q7,3.0,110000000.0,Tolima,Automatica,2014.0
Camioneta,Chevrolet,Medellin,Negro,5.0,Gasolina,66700.0,Captiva,2.4,37000000.0,Antioquia,Automatica,2014.0
Sedan,Nissan,Puente Aranda,Blanco,4.0,Gasolina,65000.0,Altima,2.5,46500000.0,Bogota D.C.,Mecanica,2014.0
Pick-Up,Nissan,Puente Aranda,Blanco,2.0,Gasolina,105000.0,Frontier,2.4,43000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Honda,Suba,Marron,5.0,Gasolina,74900.0,CR-V,2.4,66900000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Dodge,Santa Fe,Blanco,5.0,Gasolina,65500.0,Journey,3.6,58000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Toyota,Pereira,Gris,5.0,Gasolina,108000.0,Fortuner,2.7,88900000.0,Risaralda,Automatica,2014.0
Camioneta,JAC,Usaquen,Negro,5.0,Gasolina,94482.0,B-CROSS,2.0,27300000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Chevrolet,Cali,Blanco,5.0,Gasolina,106000.0,Tracker,1.8,42900000.0,Valle Del Cauca,Automatica,2014.0
Camioneta,BMW,Paipa,Blanco,2.0,Gasolina,73652.0,Serie 2,1.6,74500000.0,Boyaca,Automatica,2014.0
Sedan,Ford,Santa Fe,Blanco,4.0,Gasolina,58000.0,Fiesta,1.6,33500000.0,Bogota D.C.,Automatica,2014.0
Convertible,Mini,Bucaramanga,Gris,2.0,Gasolina,55000.0,Cooper,1.6,75000000.0,Santander,Mecanica,2014.0
Camioneta,Hyundai,Cali,Celeste,5.0,Gasolina,57000.0,Santa Fe,2.4,66500000.0,Valle Del Cauca,Automatica,2014.0
SUV,Kia,Popayan,Gris,5.0,Gasolina,78189.0,Sportage,2000,58500000.0,Cauca,Mecanica,2014.0
Pick-Up,Toyota,Martires,Blanco,2.0,Diesel,120000.0,Hilux,2.5,95000000.0,Bogota D.C.,Mecanica,2014.0
Furgon,Chery,Bosa,Blanco,2.0,Gasolina,170000.0,YOYA,1.3,22000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Ford,Fusagasuga,Blanco,4.0,Gasolina,98000.0,Fiesta,1.6,34000000.0,Cundinamarca,Automatica,2014.0
Camioneta,Kia,Pasto,Gris,5.0,Gasolina,65000.0,Sportage,2.0,66000000.0,Narino,Mecanica,2014.0
Camioneta,Toyota,Usaquen,Blanco,5.0,Gasolina,73000.0,Prado,4.0,154000000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Audi,Armenia,Gris,3.0,Gasolina,64000.0,A1,1.4,52000000.0,Quindio,Mecanica,2014.0
Camioneta,Toyota,Usaquen,Blanco,5.0,Gasolina,60000.0,RAV4,2.0,71000000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Kia,Valledupar,Blanco,5.0,Gasolina,135000.0,Rio,1.2,32500000.0,Cesar,Mecanica,2014.0
Camioneta,Mazda,Bucaramanga,Gris,5.0,Gasolina,101076.0,CX-5,2.0,58000000.0,Santander,Automatica,2014.0
Camioneta,Toyota,Pitalito,Blanco,5.0,Gasolina,112000.0,Prado,2.7,130000000.0,Huila,Mecanica,2014.0
Camioneta,Chevrolet,Barranquilla,Gris,5.0,Gasolina,106000.0,Tracker,1.8,33500000.0,Atlantico,Mecanica,2014.0
Sedan,Mazda,Armenia,Blanco,4.0,Diesel,130000.0,Mazda BT 50,2.0,77000000.0,Quindio,Mecanica,2014.0
Sedan,Chevrolet,Armenia,Gris,4.0,Gasolina,113800.0,Cobalt,1.8,26000000.0,Quindio,Mecanica,2014.0
Hatchback,Nissan,Medellin,Gris,5.0,Gasolina,45000.0,Tiida,1.8,30500000.0,Antioquia,Mecanica,2014.0
Camioneta,Chery,Ciudad Bolivar,Blanco,5.0,Gasolina,170571.0,YOYA,1.3,18500000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Chevrolet,Cucuta,Blanco,5.0,Gasolina y gas,1234.0,Aveo,2.0,140000.0,Norte De Santander,Automatica,2014.0
Hatchback,Honda,Usaquen,Gris,5.0,Gasolina,51000.0,Fit,1.3,35000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Chevrolet,Pasto,Blanco,5.0,Gasolina,59600.0,Tracker,1.8,39000000.0,Narino,Mecanica,2014.0
Camioneta,Chevrolet,Barranquilla,Blanco,5.0,Gasolina,108000.0,Tracker,1.8,40000000.0,Atlantico,Mecanica,2014.0
Coupe,Chevrolet,Tunja,Gris,2.0,Gasolina,40000.0,Camaro,6.2,112000000.0,Boyaca,Automatica,2014.0
Pick-Up,Toyota,Cartago,Gris,2.0,Diesel,118000.0,Hilux,3.0,120000000.0,Valle Del Cauca,Mecanica,2014.0
Camioneta,Ford,Barbosa,Blanco,5.0,Gasolina,49930.0,Escape,2.0,57000000.0,Santander,Mecanica,2014.0
Camioneta,Cadillac,Popayan,Gris,5.0,Gasolina,72000.0,Escalade,6.2,290000000.0,Cauca,Automatica,2014.0
Camioneta,Ford,Medellin,Blanco,5.0,Gasolina,54000.0,Ecosport 2,2.0,46200000.0,Antioquia,Mecanica,2014.0
Sedan,Kia,Usaquen,Blanco,4.0,Gasolina,65000.0,CERATO PRO,1.6,37000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Mazda,Cali,Gris,4.0,Gasolina,66500.0,3,1.6,42600000.0,Valle Del Cauca,Mecanica,2014.0
Sedan,Land Rover,Chapinero,Blanco,5.0,Gasolina,91000.0,Freelander,1.6,72000000.0,Bogota D.C.,Automatica,2014.0
Hatchback,Volkswagen,Ibague,Gris,5.0,Diesel,445000.0,Transporter t5 2014,2.0,95000000.0,Tolima,Mecanica,2014.0
Sedan,Ford,Cartagena De Indias,Blanco,4.0,Gasolina,67000.0,Focus,2.0,35000000.0,Bolivar,Mecanica,2014.0
Sedan,BMW,Engativa,Gris,4.0,Gasolina,50048.0,Serie 3,1.6,63500000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Jeep,Bucaramanga,Blanco,5.0,Gasolina,100000.0,Grand Cherokee,3.6,99000000.0,Santander,Mecanica,2014.0
Camioneta,Ford,Usaquen,Blanco,5.0,Gasolina,61000.0,Explorer,3.5,85000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Chery,Cali,Gris,5.0,Gasolina,144200.0,YOYA,1.3,20000000.0,Valle Del Cauca,Mecanica,2014.0
Sedan,Mazda,Fontibon,Gris,4.0,Gasolina,70000.0,3,1.6,39800000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Mercedes-Benz,Suba,Negro,4.0,Gasolina,48000.0,Clase E,2.0,82500000.0,Bogota D.C.,Automatica,2014.0
Station Wagon,Nissan,Fundacion,Rojo,5.0,Gasolina,57000.0,Qashqai,2.0 LITROS,54000000.0,Magdalena,Mecanica,2014.0
Sedan,Ford,Melgar,Blanco,4.0,Gasolina,28500.0,Focus,2.0,38500000.0,Tolima,Mecanica,2014.0
Camioneta,Zotye,Medellin,Gris,5.0,Gasolina,195000.0,ZONORA,1.6,26900000.0,Antioquia,Mecanica,2014.0
Sedan,Chevrolet,Soacha,Gris,4.0,Gasolina,111600.0,Aveo,1.5,23000000.0,Cundinamarca,Mecanica,2014.0
Hatchback,Ford,Kennedy,Blanco,5.0,Gasolina,85.0,Fiesta,1.6,36000000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Ford,Kennedy,Plateado,5.0,Gasolina,75.0,Fiesta,1.6,36600000.0,Bogota D.C.,Automatica,2014.0
Sedan,Kia,Pereira,Gris,4.0,Gasolina,141000.0,Rio,1.2,34500000.0,Risaralda,Mecanica,2014.0
Camioneta,Land Rover,Suba,Gris,5.0,Gasolina,58000.0,Evoque,2.0,110000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Ford,Tunja,Blanco,5.0,Gasolina,86000.0,Escape,2.0,59800000.0,Boyaca,Mecanica,2014.0
Camioneta,Kia,Chia,Plateado,5.0,Gasolina,90000.0,Sorento,2.2,63800000.0,Cundinamarca,Mecanica,2014.0
Furgon,Renault,Medellin,Gris,2.0,Gasolina,125000.0,Kangoo,1.6,27000000.0,Antioquia,Mecanica,2014.0
Sedan,Chevrolet,Usme,Gris,4.0,Gasolina,96000.0,Sonic,1.6,30000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Audi,Medellin,Gris,5.0,Diesel,85000.0,Q7,3.0,98000000.0,Antioquia,Automatica,2014.0
Hatchback,Chevrolet,Dosquebradas,Blanco,5.0,Gasolina,61000.0,Sonic,1.6,32000000.0,Risaralda,Automatica,2014.0
Sedan,Renault,Bello,Blanco,4.0,Gasolina,1.0,Logan,1.6,24800000.0,Antioquia,Mecanica,2014.0
Camioneta,Jeep,Cartago,Rojo,3.0,Gasolina,105000.0,Wrangler,3.6,117000000.0,Valle Del Cauca,Automatica,2014.0
Camioneta,Chevrolet,Medellin,Blanco,5.0,Gasolina,98000.0,Tracker,1.8,42000000.0,Antioquia,Mecanica,2014.0
Sedan,Jinbei,Puente Aranda,Gris,4.0,Diesel,180000.0,Haise,2.0,54900000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Toyota,Usaquen,Blanco,5.0,Diesel,118000.0,LC200,1.6,219800000.0,Bogota D.C.,Automatica,2014.0
Hatchback,Renault,Monteria,Blanco,5.0,Gasolina,157000.0,Clio,1.2,21000000.0,Cordoba,Mecanica,2014.0
Camioneta,Honda,Suba,Blanco,5.0,Gasolina,75400.0,CR-V,2.4,67000000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Nissan,Cartagena De Indias,Gris,5.0,Gasolina,69580.0,March,1.6,25000000.0,Bolivar,Mecanica,2014.0
Hatchback,Chevrolet,Cali,Gris,5.0,Gasolina,144000.0,Sail,1.4,23900000.0,Valle Del Cauca,Mecanica,2014.0
Camioneta,Audi,Kennedy,Gris,5.0,Diesel,128000.0,Q7,3.0,95000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Chevrolet,Girardot,Blanco,5.0,Gasolina,90000.0,Captiva,2.4,37990000.0,Cundinamarca,Automatica,2014.0
Pick-Up,Nissan,Puente Aranda,Blanco,2.0,Gasolina,91300.0,Frontier,2.4,48500000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Nissan,Suba,Blanco,5.0,Gasolina,145000.0,Murano,1.6,28000000.0,Bogota D.C.,Automatica,2014.0
Furgon,Chevrolet,Popayan,Blanco,2.0,Gasolina,10000.0,N300,1.2,34000000.0,Cauca,Mecanica,2014.0
Camioneta,Chevrolet,Envigado,Blanco,5.0,Gasolina,100000.0,Tracker,1.8,46000000.0,Antioquia,Mecanica,2014.0
Sedan,BMW,Usaquen,Gris,4.0,Gasolina,49000.0,Serie 3,2.0,75000000.0,Bogota D.C.,Automatica,2014.0
Sedan,Ford,Bosa,Azul,4.0,Gasolina,58000.0,Fiesta,1.6,37500000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Volkswagen,Barrios Unidos,Gris,4.0,Gasolina,60350.0,Jetta,1.8,42000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Kia,Barranquilla,Blanco,4.0,Gasolina,91000.0,CERATO PRO,1.6,36000000.0,Atlantico,Mecanica,2014.0
Camioneta,Ford,Usaquen,Blanco,5.0,Gasolina,69000.0,Escape,2.0,54500000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Chevrolet,Soacha,Rojo,5.0,Gasolina,97000.0,Spark,1.0,19000000.0,Cundinamarca,Mecanica,2014.0
Sedan,Nissan,Barranquilla,Blanco,4.0,Gasolina,106000.0,Versa,1.6,28000000.0,Atlantico,Mecanica,2014.0
Hatchback,SEAT,Teusaquillo,Blanco,5.0,Gasolina,77000.0,Leon,1.6,36000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Hyundai,Cumbal,Gris,5.0,Gasolina,67000.0,TUCSON IX-35,2.0,53000000.0,Narino,Mecanica,2014.0
Sedan,Kia,Pereira,Blanco,4.0,Gasolina,91000.0,Rio,1.2,32900000.0,Risaralda,Mecanica,2014.0
Hatchback,Kia,Paipa,Blanco,5.0,Gasolina,91000.0,Rio,1.2,34000000.0,Boyaca,Mecanica,2014.0
Camioneta,Chevrolet,Dosquebradas,Blanco,5.0,Gasolina,80000.0,Tracker,1.8,43000000.0,Risaralda,Mecanica,2014.0
Hatchback,Volkswagen,Usaquen,Blanco,5.0,Gasolina,108000.0,Gol,1.6,26800000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Toyota,Pereira,Gris,5.0,Gasolina,107000.0,4Runner,4.0,143000000.0,Risaralda,Automatica,2014.0
Camioneta,Chery,Arcabuco,Gris,5.0,Gasolina,85000.0,YOYA,1.3,22500000.0,Boyaca,Mecanica,2014.0
Camioneta,Ssangyong,Cali,Gris,5.0,Gasolina,81700.0,Korando,2.0,43000000.0,Valle Del Cauca,Mecanica,2014.0
Sedan,Kia,Barrios Unidos,Negro,5.0,Gasolina,83000.0,CERATO PRO,1.6,39900000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Nissan,Suba,Negro,5.0,Diesel,88949.0,Patrol,3.0,100000000.0,Bogota D.C.,Automatica,2014.0
Camioneta,Chevrolet,Villavicencio,Blanco,5.0,Gasolina,90000.0,Tracker,1.8,40000000.0,Meta,Mecanica,2014.0
Camioneta,Kia,Tulua,Gris,5.0,Gasolina,140000.0,Sorento,2.4,61000000.0,Valle Del Cauca,Mecanica,2014.0
Camioneta,Ford,Fontibon,Blanco,5.0,Gasolina,64000.0,Escape,2.0,54500000.0,Bogota D.C.,Automatica,2014.0
Furgon,Nissan,Usaquen,Blanco,2.0,Diesel,141500.0,Urvan,2.5,74900000.0,Bogota D.C.,Mecanica,2014.0
Hatchback,Kia,Suba,Blanco,5.0,Gasolina,131500.0,Picanto,1.0,23500000.0,Bogota D.C.,Mecanica,2014.0
Sedan,Volkswagen,Fontibon,Blanco,4.0,Gasolina,21000.0,Jetta,1.8,54000000.0,Bogota D.C.,Mecanica,2014.0
Sedan,BMW,Medellin,Gris,4.0,Gasolina,37600.0,Serie 5,2.0,71000000.0,Antioquia,Automatica,2014.0
Sedan,Chevrolet,Ciudad Bolivar,Blanco,5.0,Gasolina,94000.0,Carry,1.6,25900000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Chevrolet,Bucaramanga,Gris,5.0,Gasolina,100000.0,Tracker,1.8,37000000.0,Santander,Mecanica,2014.0
Sedan,Volkswagen,Pasto,Gris,4.0,Gasolina,105000.0,Jetta,2.0,31000000.0,Narino,Mecanica,2014.0
Camioneta,Ford,Pereira,Gris,5.0,Gasolina,58000.0,Ecosport 2,2.0,43500000.0,Risaralda,Mecanica,2014.0
Furgon,Renault,Copacabana,Blanco,5.0,Gasolina y gas,114500.0,Kangoo,1.6,25000000.0,Antioquia,Mecanica,2014.0
Camioneta,Haval,Buenaventura,Blanco,4.0,Gasolina,620141.0,Haval H6 Great Wall,1.6,30000000.0,Valle Del Cauca,Automatica,2014.0
Hatchback,Renault,Cartagena De Indias,Blanco,5.0,Gasolina,109047.0,Stepway,1.6,29000000.0,Bolivar,Mecanica,2014.0
Sedan,Nissan,Barranquilla,Gris,4.0,Gasolina,112000.0,Tiida,1.6,22900000.0,Atlantico,Mecanica,2014.0
Sedan,Ford,Engativa,Gris,4.0,Gasolina,94000.0,Focus,2.0,40000000.0,Bogota D.C.,Mecanica,2014.0
Camioneta,Volkswagen,Chiquinquira,Blanco,5.0,Gasolina,65000.0,Tiguan,1.6,57000000.0,Boyaca,Automatica,2014.0
Camioneta,Ford,Fusagasuga,Rojo,5.0,Gasolina,64000.0,Explorer,3.5,77000000.0,Cundinamarca,Automatica,2014.0
Camioneta,Ford,Bello,Gris,4.0,Gasolina,90000.0,Fiesta,2.0,35000000.0,Antioquia,Automatica,2014.0
Camioneta,Toyota,Yarumal,Gris,5.0,Diesel,65600.0,Fortuner,3.0,118000000.0,Antioquia,Mecanica,2014.0
Coupe,Mercedes-Benz,Suba,Blanco,2.0,Gasolina,28287.0,Clase CLA,1.6,64900000.0,Bogota D.C.,Automatica,2014.0
Sedan,Mazda,Kennedy,Gris,4.0,Gasolina,91000.0,6,2.5,55500000.0,Bogota D.C.,Mecanica,2014.0
Pick-Up,Toyota,Arauca,Plateado,4.0,Diesel,117000.0,Hilux,2.5,92000000.0,Arauca,Mecanica,2014.0
Sedan,Kia,Jamundi,Gris,4.0,Gasolina,115000.0,CERATO PRO,1.6,41000000.0,Valle Del Cauca,Mecanica,2014.0
Camioneta,Chevrolet,Barranquilla,Gris,5.0,Gasolina,50000.0,Captiva,2.4,38500.0,Atlantico,Mecanica,2014.0
