bodywork_type,brand,city,color,doors,fuel_type,kilometers,model,motor,state,transmission,year,price
0,148,58,31,5.0,0,87317.0,911,339,29,0,2013.0,127000000.0
13,129,359,63,5.0,2,105000.0,474,51,5,2,2013.0,39800000.0
13,48,359,31,5.0,2,84000.0,498,260,5,2,2013.0,40900000.0
0,7,123,31,5.0,2,56000.0,75,339,5,0,2013.0,94900000.0
0,148,93,16,5.0,2,73000.0,911,440,22,0,2013.0,135900000.0
0,139,327,16,5.0,0,160154.0,720,51,5,0,2013.0,41000000.0
12,112,18,31,4.0,2,72000.0,1163,51,5,2,2013.0,31900000.0
2,129,359,31,3.0,2,38000.0,1138,18,5,2,2013.0,21990000.0
0,48,190,16,5.0,2,26000.0,530,51,8,0,2013.0,99800000.0
0,5,238,16,5.0,2,67042.0,920,196,5,0,2013.0,78000000.0
12,24,327,31,4.0,2,128570.0,240,42,5,2,2013.0,22900000.0
4,112,155,63,5.0,2,112000.0,1117,64,5,2,2013.0,29800000.0
12,142,327,31,4.0,2,95000.0,718,233,5,2,2013.0,39000000.0
2,24,327,31,2.0,2,44000.0,341,518,5,0,2013.0,114900000.0
0,148,359,16,5.0,0,75000.0,745,447,5,0,2013.0,229000000.0
9,151,327,31,2.0,2,70000.0,1009,135,5,2,2013.0,28800000.0
12,107,327,63,4.0,2,92000.0,390,64,5,0,2013.0,56800000.0
4,109,196,63,5.0,2,45000.0,422,51,2,2,2013.0,44500000.0
0,110,327,6,5.0,2,68000.0,886,238,5,0,2013.0,59900000.0
14,30,327,31,5.0,2,79000.0,299,260,5,0,2013.0,35900000.0
13,40,359,31,5.0,2,88100.0,75,291,5,0,2013.0,50000000.0
0,7,327,49,5.0,0,75000.0,1197,339,5,0,2013.0,93500000.0
12,70,112,49,4.0,2,131000.0,213,32,5,2,2013.0,32900000.0
4,7,72,6,4.0,2,53600.0,8,196,5,0,2013.0,52000000.0
12,70,73,49,4.0,2,87000.0,241,339,15,0,2013.0,42000000.0
4,7,359,63,5.0,2,75000.0,1022,51,5,2,2013.0,48700000.0
0,85,112,16,5.0,2,89000.0,845,196,5,0,2013.0,39900000.0
0,67,112,16,5.0,2,72700.0,906,361,5,0,2013.0,76900000.0
0,24,112,16,5.0,2,84549.0,345,233,5,0,2013.0,38900000.0
0,148,327,49,5.0,2,90.0,151,440,5,0,2013.0,140000000.0
12,7,327,61,4.0,2,17000.0,1024,260,5,0,2013.0,77900000.0
0,48,327,16,5.0,2,73000.0,524,364,5,0,2013.0,74400000.0
0,48,327,63,5.0,2,71000.0,512,213,5,0,2013.0,57900000.0
12,70,196,31,5.0,2,80000.0,666,196,2,0,2013.0,36900000.0
13,24,327,49,4.0,2,115000.0,883,291,5,0,2013.0,38900000.0
0,139,196,31,5.0,2,135000.0,720,196,2,2,2013.0,34500000.0
9,151,327,25,4.0,0,89000.0,228,213,5,2,2013.0,79900000.0
0,70,327,61,5.0,0,104400.0,1090,196,5,2,2013.0,51500000.0
12,112,302,31,4.0,2,106000.0,1018,196,19,0,2012.0,31000000.0
3,151,155,16,5.0,0,160000.0,1129,196,5,2,2012.0,60000000.0
0,7,33,16,5.0,0,103000.0,1195,196,4,0,2012.0,64990000.0
0,148,206,31,5.0,0,120000.0,911,339,14,0,2012.0,125000000.0
0,153,338,31,5.0,2,45000.0,1203,339,5,0,2012.0,64500000.0
9,151,196,16,4.0,0,182000.0,228,196,2,2,2012.0,67900000.0
9,24,263,16,2.0,0,201933.0,739,243,2,2,2012.0,53000000.0
0,148,58,61,5.0,2,163345.0,570,250,29,2,2012.0,75500000.0
0,148,34,16,5.0,2,188000.0,911,440,5,0,2012.0,115000000.0
12,107,359,31,4.0,2,62500.0,390,64,5,0,2012.0,53700000.0
12,151,58,61,4.0,2,69500.0,689,243,29,2,2012.0,37500000.0
12,153,327,25,5.0,2,79097.0,1203,339,5,0,2012.0,64000000.0
12,7,18,16,4.0,2,62000.0,1027,196,5,0,2012.0,60500000.0
0,148,359,16,5.0,2,163000.0,911,440,5,2,2012.0,127900000.0
4,153,359,31,4.0,2,72000.0,295,196,5,0,2012.0,42900000.0
0,85,33,61,5.0,2,95000.0,1049,196,4,2,2012.0,51000000.0
12,112,84,31,4.0,2,92000.0,1117,64,5,2,2012.0,23700000.0
4,24,327,31,5.0,2,113500.0,438,64,5,2,2012.0,29900000.0
0,67,113,6,5.0,2,130017.0,906,361,2,0,2012.0,70500000.0
0,112,327,16,5.0,0,197000.0,1143,339,5,2,2012.0,55300000.0
9,57,123,61,4.0,2,126000.0,1187,233,5,2,2012.0,40600000.0
12,129,196,16,4.0,2,110000.0,762,51,2,2,2012.0,22900000.0
0,118,359,31,5.0,2,85000.0,89,51,5,0,2012.0,30900000.0
4,129,196,16,5.0,2,110000.0,1004,51,2,2,2012.0,24500000.0
4,85,155,16,4.0,2,81000.0,967,196,5,2,2012.0,19900000.0
0,7,33,31,5.0,2,94000.0,1195,196,4,0,2012.0,68000000.0
4,85,18,63,5.0,2,93000.0,1040,51,5,0,2012.0,35900000.0
4,129,327,31,5.0,2,62000.0,1004,51,5,2,2012.0,26900000.0
9,148,196,16,2.0,2,214000.0,745,440,2,2,2012.0,145400000.0
12,85,18,49,4.0,2,94000.0,308,51,5,2,2012.0,39900000.0
4,85,58,31,5.0,2,115000.0,1040,51,29,2,2012.0,33500000.0
12,129,58,31,4.0,2,165000.0,762,32,29,2,2012.0,21500000.0
0,57,26,31,5.0,2,84950.0,660,233,24,2,2012.0,35000000.0
0,107,58,31,5.0,0,72000.0,398,196,29,0,2012.0,59900000.0
9,148,196,16,4.0,0,234500.0,664,339,2,2,2012.0,105990000.0
12,48,33,31,4.0,2,99300.0,556,51,4,0,2012.0,26990000.0
12,129,196,49,4.0,2,95056.0,762,51,2,2,2012.0,22900000.0
0,148,33,16,5.0,0,165000.0,911,339,4,2,2012.0,128000000.0
0,48,359,61,5.0,2,95000.0,512,339,5,0,2012.0,42900000.0
4,129,238,6,5.0,2,89000.0,1060,51,5,2,2012.0,28900000.0
12,112,327,31,4.0,2,119095.0,1018,196,5,0,2012.0,29900000.0
2,153,58,49,3.0,2,60464.0,295,313,29,0,2012.0,49900000.0
0,24,327,49,5.0,2,135000.0,1131,365,5,0,2012.0,53990000.0
12,107,359,61,4.0,2,135000.0,390,64,5,0,2012.0,47900000.0
4,70,254,3,5.0,3,700000.0,237,15,5,2,2012.0,75000000.0
0,70,367,31,5.0,2,95000.0,1162,371,7,0,2012.0,41000000.0
2,85,72,61,2.0,2,83400.0,340,361,5,2,2011.0,37990000.0
0,112,73,63,5.0,2,83000.0,1117,157,15,2,2011.0,29900000.0
0,118,359,31,5.0,2,95568.0,115,135,5,2,2011.0,26800000.0
0,85,155,61,5.0,2,110500.0,348,196,5,2,2011.0,33500000.0
4,112,73,16,5.0,2,61300.0,929,260,15,0,2011.0,48300000.0
4,101,196,6,2.0,2,35000.0,788,260,2,0,2011.0,61500000.0
0,148,208,61,5.0,0,148000.0,986,196,15,0,2011.0,172000000.0
0,101,327,63,4.0,2,93150.0,55,115,5,2,2011.0,28900000.0
4,118,195,16,2.0,2,80000.0,116,124,5,2,2011.0,68500000.0
12,129,327,16,4.0,2,128000.0,710,59,5,2,2011.0,23800000.0
2,85,327,31,2.0,2,48800.0,340,361,5,2,2011.0,37990000.0
0,24,327,61,2.0,2,159000.0,633,135,5,2,2011.0,39000000.0
4,107,58,6,5.0,2,19990.0,389,548,29,2,2011.0,40000000.0
0,148,72,6,5.0,0,147929.0,911,339,5,0,2011.0,109999000.0
0,153,359,31,5.0,2,115000.0,1206,446,5,0,2011.0,60000000.0
0,5,33,31,5.0,2,60000.0,920,556,4,0,2011.0,70000000.0
1,7,359,61,2.0,2,30000.0,1024,243,5,0,2011.0,79000000.0
0,112,33,25,5.0,2,167000.0,1191,243,4,0,2011.0,30000000.0
13,109,113,49,5.0,2,74000.0,430,135,2,0,2011.0,44500000.0
0,107,327,31,4.0,2,137000.0,389,153,5,2,2011.0,35990000.0
0,148,327,31,4.0,0,195000.0,745,196,5,0,2011.0,180000000.0
0,40,190,49,5.0,2,119000.0,695,233,8,0,2011.0,37000000.0
12,112,196,61,4.0,2,101379.0,1117,64,2,0,2011.0,26900000.0
0,48,327,61,5.0,2,152000.0,498,196,5,0,2011.0,31990000.0
0,148,319,49,5.0,0,146000.0,911,339,27,0,2011.0,123000000.0
12,118,327,31,4.0,2,105000.0,89,51,5,2,2011.0,22990000.0
12,129,327,6,4.0,2,136000.0,762,32,5,2,2011.0,21990000.0
0,148,380,31,5.0,2,101000.0,911,250,10,2,2011.0,115000000.0
12,129,327,6,4.0,2,123000.0,762,32,5,2,2011.0,21990000.0
12,151,113,49,4.0,2,50100.0,689,64,2,2,2011.0,38990000.0
12,24,47,16,4.0,2,152000.0,240,51,26,2,2011.0,21900000.0
0,24,380,16,5.0,2,94000.0,345,233,10,0,2011.0,36000000.0
4,1,327,31,3.0,2,77104.0,816,32,5,2,2011.0,37600000.0
0,48,327,63,5.0,2,121160.0,501,361,5,0,2011.0,47000000.0
12,112,72,49,4.0,2,111700.0,1018,196,5,2,2011.0,25990000.0
9,151,359,20,4.0,0,150000.0,228,563,5,2,2011.0,80000000.0
12,112,33,63,4.0,2,88000.0,1018,196,4,0,2011.0,24500000.0
12,7,33,31,4.0,2,51000.0,1024,196,4,0,2011.0,49990000.0
4,129,227,49,5.0,2,93000.0,1004,135,25,2,2011.0,24000000.0
0,85,269,16,5.0,2,97600.0,1049,233,2,2,2011.0,54900000.0
4,112,58,16,5.0,2,115500.0,1117,64,29,0,2011.0,26800000.0
0,7,58,31,5.0,2,115000.0,1197,339,29,0,2011.0,80000000.0
12,107,359,49,4.0,2,69700.0,398,64,5,0,2011.0,51900000.0
9,112,375,31,2.0,0,125000.0,575,243,20,2,2011.0,59000000.0
0,153,238,63,5.0,2,67000.0,1148,339,5,0,2011.0,65000000.0
9,148,196,16,2.0,2,134000.0,745,440,2,2,2011.0,144800000.0
0,101,238,6,5.0,2,78000.0,333,260,5,0,2013.0,57900000.0
0,48,359,31,5.0,2,60000.0,512,196,5,0,2013.0,53900000.0
12,5,154,49,4.0,2,62500.0,199,64,29,2,2013.0,47900000.0
13,153,327,31,5.0,2,39000.0,1146,51,5,2,2013.0,51900000.0
0,70,238,31,5.0,0,60000.0,1090,260,5,2,2013.0,55600000.0
0,24,206,61,5.0,2,820000.0,1167,51,14,2,2013.0,30000000.0
1,7,327,16,2.0,2,55000.0,1022,196,5,0,2013.0,83000000.0
12,151,327,16,4.0,2,91407.0,689,196,5,2,2013.0,33800000.0
0,7,58,49,5.0,0,78878.0,1197,339,29,0,2013.0,97000000.0
12,112,359,61,4.0,2,48000.0,1018,196,5,0,2013.0,32900000.0
0,148,338,31,5.0,2,124346.0,911,440,5,2,2013.0,169900000.0
4,129,327,16,5.0,2,114042.0,1060,51,5,2,2013.0,31900000.0
12,112,327,31,4.0,2,81783.0,1163,51,5,2,2013.0,31800000.0
0,148,327,16,5.0,0,142000.0,911,339,5,2,2013.0,139000000.0
0,148,227,16,5.0,2,96000.0,911,250,25,2,2013.0,115000000.0
12,70,112,61,4.0,2,124442.0,213,51,5,2,2013.0,32500000.0
2,109,359,16,2.0,2,74700.0,422,51,5,2,2013.0,52000000.0
0,85,359,16,5.0,2,108900.0,1049,196,5,0,2013.0,41000000.0
4,5,327,16,4.0,2,76000.0,924,196,5,0,2013.0,79800000.0
0,7,327,61,5.0,2,66931.0,1195,196,5,0,2013.0,82900000.0
4,85,359,16,5.0,2,70000.0,967,32,5,0,2013.0,36000000.0
12,148,196,16,5.0,0,168000.0,745,196,2,0,2013.0,195000000.0
9,48,34,61,2.0,2,86000.0,530,518,5,0,2013.0,118000000.0
0,129,227,31,5.0,0,87700.0,719,196,25,2,2013.0,47500000.0
9,148,196,61,4.0,0,150000.0,664,243,2,2,2013.0,95000000.0
0,48,196,31,5.0,2,76900.0,499,196,2,2,2013.0,36500000.0
0,5,112,16,5.0,2,60599.0,920,196,5,0,2013.0,67500000.0
0,7,58,31,5.0,2,59400.0,1197,339,29,0,2013.0,89900000.0
12,129,327,16,4.0,2,116339.0,762,51,5,2,2013.0,25000000.0
13,118,34,61,5.0,2,66419.0,111,51,5,2,2013.0,38900000.0
4,112,327,61,5.0,2,65000.0,1117,64,5,0,2013.0,33900000.0
0,148,196,16,4.0,2,131000.0,559,440,2,0,2013.0,145500000.0
12,85,327,16,4.0,2,93941.0,967,32,5,2,2013.0,36900000.0
4,151,327,61,5.0,2,34000.0,689,260,5,2,2013.0,31000000.0
12,48,196,31,5.0,2,110000.0,501,405,2,0,2013.0,56000000.0
0,24,112,31,5.0,2,52000.0,1038,135,5,0,2013.0,32000000.0
4,70,299,3,5.0,2,68000.0,1159,135,5,2,2013.0,40000000.0
4,129,34,32,5.0,2,66000.0,474,196,5,0,2013.0,39500000.0
12,107,34,49,4.0,2,53933.0,390,51,5,0,2013.0,46500000.0
0,85,375,61,5.0,2,99000.0,827,373,20,0,2013.0,64000000.0
0,70,210,61,5.0,0,77600.0,1006,224,18,2,2013.0,52000000.0
12,7,375,16,4.0,2,77100.0,1024,196,20,2,2013.0,55000000.0
0,85,155,16,4.0,0,190000.0,912,93,5,2,2013.0,60000000.0
9,151,47,16,4.0,0,91000.0,228,196,26,2,2013.0,68000000.0
0,148,58,16,5.0,0,129000.0,911,339,29,2,2012.0,137900000.0
0,139,327,31,5.0,0,140707.0,720,196,5,2,2012.0,35900000.0
0,148,327,31,3.0,2,114000.0,911,250,5,0,2012.0,108900000.0
0,148,327,16,5.0,0,128000.0,911,379,5,0,2012.0,124000000.0
0,139,327,16,5.0,0,126000.0,1059,250,5,2,2012.0,27500000.0
4,24,327,63,5.0,2,90000.0,1042,16,5,2,2012.0,17900000.0
12,70,123,49,4.0,2,80000.0,504,64,5,2,2012.0,36800000.0
0,24,196,16,5.0,2,157000.0,345,233,2,2,2012.0,33500000.0
0,67,73,61,5.0,2,90380.0,323,233,15,0,2012.0,60900000.0
4,85,327,61,5.0,2,76000.0,1040,135,5,2,2012.0,32500000.0
0,112,18,16,4.0,0,133000.0,575,303,5,2,2012.0,52300000.0
4,151,196,16,5.0,2,117000.0,436,51,2,2,2012.0,32500000.0
12,112,112,63,4.0,2,89000.0,1117,64,5,2,2012.0,22900000.0
0,48,327,74,5.0,2,92000.0,501,361,5,0,2012.0,52900000.0
9,101,196,16,2.0,2,153000.0,260,224,2,2,2012.0,44900000.0
13,139,327,61,5.0,2,57000.0,218,285,5,2,2012.0,32900000.0
0,40,196,61,5.0,2,90473.0,473,409,2,0,2012.0,62500000.0
4,7,18,31,4.0,0,65000.0,1027,196,5,0,2012.0,65000000.0
12,5,58,61,4.0,2,44432.0,202,253,29,0,2012.0,65000000.0
0,24,359,61,5.0,2,55000.0,1131,365,5,0,2012.0,55500000.0
2,122,47,61,2.0,2,59000.0,271,357,26,0,2012.0,159000000.0
0,48,196,16,5.0,2,105000.0,524,361,2,0,2012.0,74900000.0
2,7,359,31,2.0,2,43000.0,1022,339,5,0,2012.0,74000000.0
12,107,53,31,4.0,2,39200.0,390,64,15,0,2012.0,86000000.0
9,40,47,31,2.0,2,95000.0,953,496,26,0,2012.0,72000000.0
12,151,360,31,4.0,2,87000.0,689,196,5,2,2012.0,30500000.0
0,148,15,31,5.0,0,139000.0,911,339,15,2,2012.0,120000000.0
12,151,155,31,4.0,2,79000.0,689,196,5,0,2012.0,32500000.0
0,85,327,16,5.0,2,95100.0,348,196,5,0,2012.0,35900000.0
0,5,195,16,5.0,0,62800.0,923,196,5,0,2012.0,68500000.0
12,7,359,31,4.0,2,47000.0,1024,196,5,0,2012.0,55500000.0
0,24,58,16,5.0,2,129000.0,345,233,29,2,2012.0,36500000.0
12,107,26,16,4.0,2,70000.0,390,64,24,0,2012.0,56000000.0
0,79,327,16,5.0,2,97583.0,421,233,5,2,2012.0,48900000.0
4,129,196,16,5.0,2,99000.0,1060,51,2,2,2012.0,29900000.0
0,90,58,16,5.0,2,93000.0,519,196,29,0,2012.0,80900000.0
0,24,196,16,5.0,2,52000.0,1131,365,2,2,2012.0,67000000.0
0,148,58,31,5.0,0,100000.0,570,339,29,2,2012.0,109000000.0
9,148,320,16,2.0,0,84000.0,664,243,15,2,2012.0,85000000.0
0,148,359,16,5.0,2,98000.0,745,440,5,2,2012.0,145000000.0
4,101,112,16,5.0,2,77643.0,55,196,5,2,2012.0,35500000.0
9,24,263,16,4.0,0,196236.0,739,339,2,2,2012.0,65000000.0
0,148,327,61,5.0,2,105000.0,911,440,5,0,2012.0,135800000.0
12,67,47,31,4.0,2,83257.0,216,361,26,0,2012.0,46000000.0
4,129,155,16,5.0,2,93000.0,1004,51,5,2,2012.0,25200000.0
4,112,327,61,5.0,2,71000.0,1117,64,5,0,2012.0,31900000.0
0,122,359,16,5.0,2,75000.0,356,365,5,0,2011.0,182000000.0
12,151,196,31,4.0,2,98000.0,689,196,2,2,2011.0,28900000.0
0,107,359,31,5.0,2,79200.0,405,339,5,0,2011.0,59000000.0
14,85,349,16,4.0,0,252500.0,912,665,29,2,2011.0,45000000.0
12,7,302,31,4.0,0,134000.0,121,51,19,0,2011.0,49000000.0
0,122,33,31,2.0,2,32000.0,271,51,4,0,2011.0,160000000.0
12,5,227,6,4.0,2,115000.0,199,64,25,2,2011.0,42000000.0
9,48,150,31,2.0,2,152000.0,530,361,28,0,2011.0,82000000.0
9,148,58,16,4.0,2,106000.0,1136,496,29,0,2011.0,119000000.0
0,148,33,61,5.0,2,165000.0,570,250,4,2,2011.0,65000000.0
9,40,327,31,2.0,2,80000.0,953,496,5,0,2011.0,78000000.0
12,107,359,49,4.0,2,84500.0,390,64,5,0,2011.0,51900000.0
4,132,338,49,5.0,2,134500.0,756,51,5,2,2011.0,27000000.0
0,24,196,16,5.0,2,84000.0,345,339,2,2,2011.0,31900000.0
12,48,327,16,4.0,2,87000.0,556,51,5,0,2011.0,27500000.0
12,7,196,6,4.0,2,87921.0,1024,243,2,0,2011.0,48000000.0
2,7,338,49,2.0,2,87000.0,1022,196,5,2,2011.0,53500000.0
0,107,228,16,5.0,2,122000.0,405,339,26,0,2011.0,54000000.0
0,148,227,16,5.0,2,110000.0,911,250,25,0,2011.0,94000000.0
0,24,196,31,5.0,2,113000.0,345,339,2,2,2011.0,32000000.0
0,24,33,16,5.0,2,101000.0,633,51,4,2,2011.0,37990000.0
2,85,18,16,2.0,2,48000.0,340,361,5,2,2011.0,36500000.0
12,24,327,16,4.0,2,78200.0,240,42,5,2,2011.0,19800000.0
12,24,18,63,4.0,2,128000.0,240,42,5,2,2011.0,21900000.0
0,90,359,31,5.0,0,70000.0,955,446,5,0,2011.0,179900000.0
0,48,327,49,5.0,2,86130.0,501,361,5,0,2011.0,51000000.0
9,148,4,16,4.0,2,143517.0,664,250,12,2,2011.0,58000000.0
4,1,33,16,3.0,2,20500.0,816,32,4,2,2011.0,45500000.0
12,129,34,61,4.0,2,94000.0,803,196,5,2,2011.0,22500000.0
9,110,327,49,2.0,0,110000.0,725,243,5,2,2011.0,69000000.0
0,109,34,16,5.0,2,70000.0,422,51,5,2,2011.0,50800000.0
0,48,359,61,5.0,2,80000.0,512,339,5,0,2011.0,38500000.0
12,24,123,61,3.0,2,98000.0,882,51,5,2,2011.0,20800000.0
0,148,349,31,5.0,2,87000.0,911,440,29,2,2011.0,112000000.0
12,5,112,6,4.0,2,96000.0,202,203,5,0,2011.0,54900000.0
12,148,327,74,4.0,2,28000.0,344,361,5,0,2011.0,65000000.0
0,7,327,63,5.0,2,99000.0,1192,339,5,0,2011.0,51900000.0
0,67,196,16,5.0,2,216000.0,323,196,2,0,2011.0,41900000.0
0,112,155,16,4.0,2,112000.0,575,233,5,2,2011.0,35800000.0
12,107,327,61,4.0,2,54000.0,398,70,5,0,2011.0,54900000.0
9,40,327,31,4.0,2,90000.0,953,496,5,0,2011.0,89900000.0
12,101,375,61,4.0,2,109503.0,104,124,20,0,2011.0,32500000.0
12,129,196,31,4.0,2,147000.0,762,32,2,2,2011.0,20900000.0
9,48,196,31,2.0,2,145000.0,530,361,2,0,2011.0,82500000.0
12,24,123,31,4.0,2,102000.0,240,42,5,2,2011.0,21000000.0
4,101,359,6,5.0,2,80000.0,55,42,5,2,2011.0,29900000.0
4,70,196,31,5.0,2,108000.0,611,51,2,2,2011.0,22000000.0
0,139,47,61,4.0,0,94000.0,218,196,26,2,2013.0,30000000.0
9,48,227,63,2.0,2,93000.0,530,518,25,0,2013.0,125000000.0
0,148,375,6,5.0,0,116000.0,911,339,20,0,2013.0,125000000.0
2,70,63,3,5.0,2,350000.0,1256,17,6,2,2013.0,30900000.0
0,151,380,16,5.0,0,170000.0,1129,196,10,2,2013.0,56000000.0
0,5,58,61,5.0,0,105000.0,924,373,29,0,2013.0,76000000.0
0,148,327,16,3.0,2,107000.0,911,316,5,2,2013.0,118000000.0
9,148,227,16,2.0,0,102000.0,664,339,25,0,2013.0,113000000.0
12,5,196,31,5.0,2,66000.0,923,196,2,0,2013.0,72000000.0
12,70,34,31,4.0,2,100890.0,668,157,5,0,2013.0,43500000.0
0,24,58,16,5.0,2,86000.0,1125,157,29,0,2013.0,44500000.0
9,57,47,31,4.0,2,120000.0,1187,233,26,2,2013.0,43900000.0
12,148,58,31,5.0,0,100000.0,911,373,29,0,2013.0,135000000.0
9,101,47,16,4.0,0,140000.0,260,243,26,2,2013.0,58700000.0
12,24,58,16,4.0,2,74946.0,210,135,29,2,2013.0,24000000.0
0,112,375,31,2.0,2,150600.0,447,291,20,2,2013.0,44000000.0
4,107,47,60,5.0,0,86700.0,781,279,26,0,2013.0,90000000.0
0,70,359,16,4.0,0,298000.0,1056,243,5,2,2013.0,55000000.0
0,110,327,61,4.0,0,145000.0,725,306,5,0,2013.0,73000000.0
0,48,58,61,5.0,2,106700.0,524,400,29,0,2013.0,68000000.0
0,70,208,61,5.0,2,131000.0,1006,279,15,0,2013.0,68000000.0
0,70,123,61,5.0,2,131000.0,1006,51,5,0,2013.0,68000000.0
0,48,47,16,4.0,2,89000.0,530,362,26,0,2013.0,83000000.0
14,112,135,15,5.0,0,244505.0,1143,373,15,2,2013.0,60000000.0
4,24,64,61,5.0,2,73000.0,1000,32,29,2,2013.0,23500000.0
12,70,190,16,4.0,2,44000.0,213,32,8,2,2013.0,32000000.0
9,112,190,16,2.0,2,100000.0,575,233,8,2,2013.0,43500000.0
4,142,238,61,5.0,2,60800.0,995,51,5,2,2013.0,31900000.0
0,40,359,63,5.0,2,90000.0,695,233,5,0,2013.0,41900000.0
0,110,227,16,5.0,0,225000.0,858,352,25,0,2013.0,62000000.0
12,7,359,74,4.0,2,68000.0,1027,260,5,0,2013.0,71500000.0
0,85,327,16,5.0,0,210778.0,351,255,5,0,2013.0,58000000.0
0,148,58,16,5.0,0,100000.0,911,373,29,0,2013.0,145000000.0
13,139,47,49,5.0,2,52500.0,720,196,26,2,2013.0,40000000.0
0,148,58,16,5.0,2,130000.0,570,316,29,0,2013.0,87000000.0
0,48,58,16,5.0,2,126994.0,512,260,29,0,2013.0,46000000.0
4,5,359,60,4.0,2,95300.0,199,157,5,0,2013.0,52500000.0
0,24,227,16,5.0,2,100910.0,633,51,25,2,2013.0,45000000.0
3,24,58,16,2.0,2,137000.0,839,18,29,2,2013.0,27000000.0
4,112,327,61,5.0,2,106000.0,1117,64,5,2,2013.0,25500000.0
0,40,327,6,2.0,2,88000.0,953,508,5,0,2013.0,74000000.0
12,7,327,31,4.0,2,89000.0,1027,260,5,0,2013.0,63900000.0
0,85,359,16,5.0,2,88000.0,1049,196,5,0,2013.0,54900000.0
12,7,359,49,5.0,2,51000.0,1195,373,5,0,2013.0,110000000.0
0,5,72,49,5.0,0,72000.0,923,171,5,0,2013.0,65000000.0
0,148,123,31,5.0,2,78000.0,570,316,5,0,2013.0,95000000.0
12,85,73,31,4.0,2,150000.0,881,233,15,2,2012.0,39800000.0
4,107,72,60,3.0,2,41876.0,390,51,5,0,2013.0,62000000.0
0,48,263,31,5.0,2,131902.0,501,361,2,0,2012.0,53000000.0
0,24,93,16,5.0,2,126120.0,345,233,22,2,2012.0,34000000.0
0,148,196,49,5.0,0,161240.0,911,339,2,0,2012.0,122000000.0
12,24,155,61,5.0,2,78383.0,1131,407,5,0,2012.0,57000000.0
12,70,385,61,4.0,2,101387.0,504,64,15,2,2012.0,37200000.0
0,107,338,31,5.0,2,24000.0,398,157,5,0,2012.0,74500000.0
4,57,155,16,5.0,0,80000.0,1186,243,5,2,2012.0,41000000.0
2,7,327,31,2.0,2,38000.0,1022,373,5,0,2012.0,72900000.0
4,91,72,61,5.0,2,67000.0,606,196,5,0,2012.0,200000000.0
0,148,327,16,4.0,0,177135.0,664,196,5,2,2012.0,72000000.0
4,107,196,61,4.0,2,80000.0,390,196,2,0,2012.0,55900000.0
12,107,33,31,4.0,2,59000.0,398,196,4,0,2012.0,75000000.0
12,148,327,31,5.0,2,49800.0,1032,400,5,0,2012.0,93000000.0
12,24,375,60,4.0,2,117112.0,438,157,20,2,2012.0,28500000.0
0,139,375,31,5.0,0,83000.0,218,196,20,2,2012.0,31500000.0
0,148,375,31,5.0,0,291777.0,745,447,20,2,2012.0,210000000.0
0,148,210,16,5.0,0,159000.0,911,339,18,0,2012.0,125000000.0
0,24,196,31,5.0,2,108000.0,345,233,2,0,2012.0,34900000.0
0,148,385,16,5.0,2,115000.0,745,440,15,2,2012.0,145000000.0
12,85,210,61,4.0,2,145500.0,881,233,18,0,2012.0,36500000.0
4,67,210,31,5.0,2,83501.0,558,42,18,0,2012.0,32000000.0
12,5,327,16,4.0,2,80000.0,199,64,5,2,2012.0,47000000.0
4,24,190,16,5.0,2,110103.0,438,64,8,2,2012.0,32000000.0
9,112,196,16,2.0,2,219000.0,575,233,2,2,2012.0,41800000.0
9,151,47,31,4.0,0,110000.0,228,196,26,2,2012.0,68000000.0
12,48,338,49,4.0,2,105000.0,580,339,5,0,2012.0,32000000.0
9,101,47,63,2.0,2,180.0,260,224,26,2,2012.0,46800000.0
4,85,58,16,5.0,2,58000.0,1049,291,29,0,2012.0,70000000.0
12,112,227,61,4.0,2,111000.0,1117,64,25,2,2012.0,23000000.0
12,139,327,31,4.0,2,160000.0,218,51,5,1,2012.0,29900000.0
9,110,230,16,2.0,0,145000.0,725,243,18,2,2012.0,68500000.0
0,57,196,60,2.0,0,175000.0,1187,51,2,2,2012.0,34000000.0
12,101,58,61,4.0,2,117000.0,104,135,29,2,2012.0,30500000.0
12,110,227,16,4.0,0,136000.0,724,353,25,0,2012.0,60000000.0
9,112,302,6,4.0,2,105000.0,575,480,19,2,2012.0,42000000.0
12,141,34,31,4.0,2,98000.0,754,51,5,0,2012.0,45000000.0
12,107,72,49,5.0,2,55000.0,390,51,5,0,2012.0,55000000.0
4,85,33,16,5.0,2,165000.0,1040,51,4,2,2012.0,30000000.0
0,148,47,16,2.0,2,117000.0,745,440,26,2,2012.0,130000000.0
12,107,72,61,4.0,2,37000.0,390,157,5,0,2012.0,62500000.0
9,151,120,16,4.0,0,116000.0,228,196,26,2,2012.0,62000000.0
0,70,150,31,5.0,0,121000.0,1090,196,28,2,2012.0,48500000.0
0,148,227,16,5.0,0,120000.0,911,339,25,2,2012.0,135000000.0
12,153,112,49,4.0,2,94000.0,983,669,5,0,2011.0,39000000.0
0,141,327,16,4.0,2,72085.0,754,196,5,0,2011.0,45500000.0
12,112,123,63,4.0,2,103200.0,1018,51,5,2,2011.0,17500000.0
2,129,359,31,3.0,2,47000.0,1138,18,5,2,2011.0,19990000.0
12,100,72,31,4.0,2,18687.0,931,678,5,0,2011.0,185000000.0
2,5,196,49,2.0,2,41800.0,1089,196,2,0,2011.0,78900000.0
